BottleID	Date	Time	Pressure	pH
"""0360200104,"	"041692,"	"181817,"	"4397.6,"	"7.585,"""
"""0370200120,"	"060892,"	"203927,"	"1199.1,"	"7.401,"""
"""0370200111,"	"060892,"	"194706,"	"3005.2,"	"7.536,"""
"""0370200106,"	"060892,"	"192022,"	"3989.8,"	"7.572,"""
"""0370200104,"	"060892,"	"191034,"	"4401.0,"	"7.578,"""
"""0370200314,"	"060992,"	"040354,"	"226.7,"	"7.868,"""
"""0370200312,"	"060992,"	"040058,"	"253.0,"	"7.796,"""
"""0370200306,"	"060992,"	"034400,"	"503.5,"	"7.473,"""
"""0370200301,"	"060992,"	"032518,"	"1035.2,"	"7.387,"""
"""0370200422,"	"060992,"	"071743,"	"4.7,"	"8.098,"""
"""0370200419,"	"060992,"	"071419,"	"24.7,"	"8.099,"""
"""0370200417,"	"060992,"	"071144,"	"44.8,"	"8.092,"""
"""0370200415,"	"060992,"	"070851,"	"74.9,"	"8.084,"""
"""0370200413,"	"060992,"	"070602,"	"94.9,"	"8.059,"""
"""0370200411,"	"060992,"	"070317,"	"113.4,"	"8.041,"""
"""0370200408,"	"060992,"	"065839,"	"148.3,"	"7.996,"""
"""0370200406,"	"060992,"	"065523,"	"175.1,"	"7.949,"""
"""0370200404,"	"060992,"	"065146,"	"202.8,"	"7.891,"""
"""0380200111,"	"070492,"	"151730,"	"2999.9,"	"7.535,"""
"""0380200109,"	"070492,"	"150750,"	"3409.6,"	"7.560,"""
"""0380200106,"	"070492,"	"145348,"	"3997.3,"	"7.579,"""
"""0380200104,"	"070492,"	"144401,"	"4393.3,"	"7.584,"""
"""0380200318,"	"070492,"	"234736,"	"25.5,"	"8.098,"""
"""0380200302,"	"070492,"	"230920,"	"1000.3,"	"7.387,"""
"""0380200516,"	"070592,"	"053945,"	"212.8,"	"7.966,"""
"""0380200515,"	"070592,"	"053833,"	"228.4,"	"7.968,"""
"""0380200513,"	"070592,"	"053617,"	"253.9,"	"7.955,"""
"""0380200511,"	"070592,"	"053335,"	"304.5,"	"7.870,"""
"""0380200508,"	"070592,"	"052901,"	"401.9,"	"7.747,"""
"""0380200506,"	"070592,"	"052539,"	"504.0,"	"7.512,"""
"""0380200505,"	"070592,"	"052247,"	"596.4,"	"7.413,"""
"""0380200503,"	"070592,"	"051645,"	"806.0,"	"7.362,"""
"""0380200501,"	"070592,"	"051047,"	"1026.3,"	"7.393,"""
"""0380200622,"	"070592,"	"083712,"	"8.6,"	"8.098,"""
"""0380200619,"	"070592,"	"083518,"	"28.5,"	"8.099,"""
"""0380200616,"	"070592,"	"083332,"	"48.5,"	"8.093,"""
"""0380200614,"	"070592,"	"083151,"	"78.1,"	"8.093,"""
"""0380200611,"	"070592,"	"082902,"	"108.5,"	"8.077,"""
"""0380200609,"	"070592,"	"082709,"	"129.3,"	"8.054,"""
"""0380200607,"	"070592,"	"082522,"	"153.9,"	"8.036,"""
"""0380200605,"	"070592,"	"082338,"	"178.1,"	"8.015,"""
"""0380200603,"	"070592,"	"082123,"	"200.2,"	"7.995,"""
"""0380201318,"	"070692,"	"035901,"	"9.0,"	"8.096,"""
"""0380201314,"	"070692,"	"035520,"	"28.8,"	"8.098,"""
"""0380201312,"	"070692,"	"035145,"	"80.2,"	"8.079,"""
"""0380201308,"	"070692,"	"034634,"	"155.8,"	"8.015,"""
"""0380201306,"	"070692,"	"034250,"	"204.0,"	"7.968,"""
"""0380201305,"	"070692,"	"034021,"	"251.7,"	"7.905,"""
"""0380201303,"	"070692,"	"033426,"	"504.8,"	"7.503,"""
"""0380201302,"	"070692,"	"032934,"	"757.6,"	"7.356,"""
"""0380201301,"	"070692,"	"032422,"	"1029.7,"	"7.390,"""
"""0390200312,"	"080592,"	"031539,"	"278.9,"	"7.823,"""
"""0390200301,"	"080592,"	"025057,"	"1023.5,"	"7.397,"""
"""0390200920,"	"080592,"	"212512,"	"1404.1,"	"7.428,"""
"""0390200917,"	"080592,"	"205705,"	"2004.9,"	"7.468,"""
"""0390200915,"	"080592,"	"204909,"	"2404.7,"	"7.497,"""
"""0390200912,"	"080592,"	"203611,"	"3003.8,"	"7.535,"""
"""0390200911,"	"080592,"	"203138,"	"3203.6,"	"7.546,"""
"""0390200909,"	"080592,"	"202159,"	"3604.8,"	"7.559,"""
"""0390200907,"	"080592,"	"201141,"	"4005.5,"	"7.573,"""
"""0390200905,"	"080592,"	"200204,"	"4405.6,"	"7.576,"""
"""0390201219,"	"080692,"	"090756,"	"118.5,"	"8.047,"""
"""0390201218,"	"080692,"	"090714,"	"128.8,"	"8.041,"""
"""0390201216,"	"080692,"	"090554,"	"153.5,"	"7.996,"""
"""0390201214,"	"080692,"	"090422,"	"178.8,"	"7.974,"""
"""0390201212,"	"080692,"	"090254,"	"204.5,"	"7.950,"""
"""0390201210,"	"080692,"	"090116,"	"231.4,"	"7.911,"""
"""0390201316,"	"080692,"	"112648,"	"9.9,"	"8.111,"""
"""0390201312,"	"080692,"	"112443,"	"31.1,"	"8.108,"""
"""0390201311,"	"080692,"	"112430,"	"31.0,"	"8.101,"""
"""0390201310,"	"080692,"	"112346,"	"40.3,"	"8.111,"""
"""0390201309,"	"080692,"	"112307,"	"49.3,"	"8.101,"""
"""0390201308,"	"080692,"	"112220,"	"64.8,"	"8.090,"""
"""0400200124,"	"-00009,"	"-00009,"	"1396.5,"	"7.425,"""
"""0400200112,"	"-00009,"	"-00009,"	"3203.4,"	"7.546,"""
"""0400200107,"	"-00009,"	"-00009,"	"3998.5,"	"7.573,"""
"""0400200103,"	"-00009,"	"-00009,"	"4497.4,"	"7.581,"""
"""0400200218,"	"-00009,"	"-00009,"	"7.1,"	"8.113,"""
"""0400200515,"	"-00009,"	"-00009,"	"225.5,"	"7.958,"""
"""0400200513,"	"-00009,"	"-00009,"	"250.4,"	"7.931,"""
"""0400200506,"	"-00009,"	"-00009,"	"499.9,"	"7.561,"""
"""0400200501,"	"-00009,"	"-00009,"	"1022.9,"	"7.393,"""
"""0400200621,"	"-00009,"	"-00009,"	"15.6,"	"8.113,"""
"""0400200618,"	"-00009,"	"-00009,"	"35.4,"	"8.112,"""
"""0420200111,"	"-00009,"	"-00009,"	"125.0,"	"8.068,"""
"""0420200109,"	"-00009,"	"-00009,"	"150.0,"	"8.050,"""
"""0420200105,"	"-00009,"	"-00009,"	"200.0,"	"7.989,"""
"""0420200101,"	"-00009,"	"-00009,"	"250.0,"	"7.968,"""
"""0420200212,"	"-00009,"	"-00009,"	"5.0,"	"8.111,"""
"""0420200210,"	"-00009,"	"-00009,"	"25.0,"	"8.109,"""
"""0420200209,"	"-00009,"	"-00009,"	"35.0,"	"8.111,"""
"""0420200205,"	"-00009,"	"-00009,"	"85.0,"	"8.105,"""
"""0420200312,"	"-00009,"	"-00009,"	"5.0,"	"8.109,"""
"""0420200310,"	"-00009,"	"-00009,"	"25.0,"	"8.111,"""
"""0430200510,"	"-00009,"	"-00009,"	"5.0,"	"8.104,"""
"""0430200507,"	"-00009,"	"-00009,"	"25.0,"	"8.103,"""
"""0430200612,"	"-00009,"	"-00009,"	"5.0,"	"8.104,"""
"""0430200610,"	"-00009,"	"-00009,"	"25.0,"	"8.105,"""
"""0430200609,"	"-00009,"	"-00009,"	"35.0,"	"8.106,"""
"""0430200607,"	"-00009,"	"-00009,"	"60.0,"	"8.099,"""
"""0430200605,"	"-00009,"	"-00009,"	"85.0,"	"8.104,"""
"""0430200603,"	"-00009,"	"-00009,"	"105.0,"	"8.064,"""
"""0430200711,"	"-00009,"	"-00009,"	"125.0,"	"8.056,"""
"""0430200710,"	"-00009,"	"-00009,"	"135.0,"	"8.050,"""
"""0430200705,"	"-00009,"	"-00009,"	"200.0,"	"7.986,"""
"""0430200701,"	"-00009,"	"-00009,"	"250.0,"	"7.954,"""
"""0440200312,"	"012093,"	"044825,"	"275.4,"	"7.922,"""
"""0440200303,"	"012093,"	"042419,"	"898.2,"	"7.353,"""
"""0440200412,"	"012093,"	"065339,"	"135.1,"	"8.071,"""
"""0440200410,"	"012093,"	"064754,"	"160.5,"	"8.019,"""
"""0440200406,"	"012093,"	"064323,"	"209.9,"	"7.960,"""
"""0440200402,"	"012093,"	"063850,"	"1028.8,"	"7.381,"""
"""0440200512,"	"012093,"	"100604,"	"9.1,"	"8.094,"""
"""0440200511,"	"012093,"	"100428,"	"24.7,"	"8.095,"""
"""0440200509,"	"012093,"	"100211,"	"45.3,"	"8.092,"""
"""0440200507,"	"012093,"	"095907,"	"75.5,"	"8.097,"""
"""0440200502,"	"012093,"	"095354,"	"130.4,"	"8.089,"""
"""0440200611,"	"012093,"	"142230,"	"6.5,"	"8.081,"""
"""0440200712,"	"012093,"	"174715,"	"3.9,"	"8.098,"""
"""0440200812,"	"012093,"	"200615,"	"4.3,"	"8.090,"""
"""0440201004,"	"012193,"	"022926,"	"5.2,"	"8.096,"""
"""0440201104,"	"012193,"	"053359,"	"10.7,"	"8.098,"""
"""0440201208,"	"012193,"	"082847,"	"11.3,"	"8.090,"""
"""0440201207,"	"012193,"	"082832,"	"11.3,"	"8.094,"""
"""0440201205,"	"012193,"	"082657,"	"27.6,"	"8.097,"""
"""0440201204,"	"012193,"	"082649,"	"27.6,"	"8.096,"""
"""0440201312,"	"012193,"	"114728,"	"5.2,"	"8.099,"""
"""0440201412,"	"012193,"	"144314,"	"8.8,"	"8.090,"""
"""0440201609,"	"012193,"	"202911,"	"8.7,"	"8.090,"""
"""0440201712,"	"012293,"	"001237,"	"7.2,"	"8.092,"""
"""0440201804,"	"012293,"	"025253,"	"7.3,"	"8.097,"""
"""0450200104,"	"021693,"	"141818,"	"4437.6,"	"7.579,"""
"""0450200509,"	"021793,"	"043215,"	"351.3,"	"7.801,"""
"""0450200506,"	"021793,"	"042612,"	"527.3,"	"7.509,"""
"""0450200503,"	"021793,"	"041753,"	"801.3,"	"7.352,"""
"""0450200501,"	"021793,"	"041057,"	"1022.5,"	"7.388,"""
"""0450200621,"	"021793,"	"071005,"	"5.1,"	"8.102,"""
"""0450200618,"	"021793,"	"070703,"	"24.3,"	"8.089,"""
"""0450200616,"	"021793,"	"070450,"	"45.4,"	"8.087,"""
"""0450200614,"	"021793,"	"070157,"	"74.3,"	"8.073,"""
"""0450200610,"	"021793,"	"065657,"	"114.5,"	"8.022,"""
"""0450200607,"	"021793,"	"065048,"	"151.5,"	"7.977,"""
"""0450200603,"	"021793,"	"064439,"	"203.8,"	"7.939,"""
"""0460200323,"	"041493,"	"071322,"	"3.8,"	"8.089,"""
"""0460200320,"	"041493,"	"071013,"	"26.0,"	"8.090,"""
"""0460200316,"	"041493,"	"070643,"	"75.5,"	"8.088,"""
"""0460200313,"	"041493,"	"070356,"	"104.9,"	"8.077,"""
"""0460200311,"	"041493,"	"070154,"	"125.0,"	"8.058,"""
"""0460200309,"	"041493,"	"065937,"	"150.4,"	"8.051,"""
"""0460200305,"	"041493,"	"065418,"	"196.2,"	"8.009,"""
"""0460200416,"	"041493,"	"103653,"	"148.1,"	"8.058,"""
"""0460200415,"	"041493,"	"103520,"	"179.0,"	"8.042,"""
"""0460200412,"	"041493,"	"103133,"	"248.6,"	"7.951,"""
"""0460200409,"	"041493,"	"102743,"	"324.8,"	"7.869,"""
"""0460200403,"	"041493,"	"101134,"	"797.4,"	"7.347,"""
"""0460200401,"	"041493,"	"100246,"	"1023.2,"	"7.384,"""
"""0470200104,"	"051993,"	"230457,"	"4397.4,"	"7.579,"""
"""0470200813,"	"052093,"	"231227,"	"250.9,"	"7.925,"""
"""0470200811,"	"052093,"	"230837,"	"301.0,"	"7.893,"""
"""0470200808,"	"052093,"	"230206,"	"408.9,"	"7.699,"""
"""0470200807,"	"052093,"	"225900,"	"501.9,"	"7.594,"""
"""0470200804,"	"052093,"	"224941,"	"695.1,"	"7.329,"""
"""0470200803,"	"052093,"	"224630,"	"798.9,"	"7.338,"""
"""0470200801,"	"052093,"	"223938,"	"1034.3,"	"7.383,"""
"""0470200923,"	"052193,"	"020700,"	"6.6,"	"8.099,"""
"""0470200921,"	"052193,"	"020414,"	"24.5,"	"8.095,"""
"""0470200911,"	"052193,"	"015212,"	"124.5,"	"8.081,"""
"""0470200909,"	"052193,"	"014941,"	"150.1,"	"8.046,"""
"""0470200907,"	"052193,"	"014625,"	"176.4,"	"8.035,"""
"""0470200905,"	"052193,"	"014339,"	"203.8,"	"7.988,"""
"""0500200221,"	"102893,"	"190748,"	"792.3,"	"7.352,"""
"""0500200219,"	"102893,"	"185358,"	"1394.4,"	"7.428,"""
"""0500200215,"	"102893,"	"183356,"	"2205.7,"	"7.491,"""
"""0500200213,"	"102893,"	"182256,"	"2608.0,"	"7.518,"""
"""0500200212,"	"102893,"	"181630,"	"2808.4,"	"7.531,"""
"""0500200211,"	"102893,"	"181054,"	"3014.6,"	"7.543,"""
"""0500200210,"	"102893,"	"180340,"	"3202.3,"	"7.557,"""
"""0500200209,"	"102893,"	"175751,"	"3381.3,"	"7.563,"""
"""0500200208,"	"102893,"	"175306,"	"3604.4,"	"7.570,"""
"""0500200207,"	"102893,"	"174722,"	"3805.4,"	"7.574,"""
"""0500200206,"	"102893,"	"174250,"	"3985.1,"	"7.577,"""
"""0500200204,"	"102893,"	"173248,"	"4405.0,"	"7.582,"""
"""0500200202,"	"102893,"	"172647,"	"4595.9,"	"7.583,"""
"""0500200515,"	"102993,"	"045422,"	"211.5,"	"7.925,"""
"""0500200513,"	"102993,"	"045139,"	"238.3,"	"7.886,"""
"""0500200511,"	"102993,"	"044855,"	"275.0,"	"7.846,"""
"""0500200509,"	"102993,"	"044549,"	"324.1,"	"7.801,"""
"""0500200507,"	"102993,"	"044244,"	"403.8,"	"7.714,"""
"""0500200505,"	"102993,"	"043610,"	"606.4,"	"7.375,"""
"""0500200501,"	"102993,"	"042038,"	"1023.0,"	"7.392,"""
"""0500200623,"	"102993,"	"074530,"	"7.1,"	"8.114,"""
"""0500200622,"	"102993,"	"074421,"	"17.2,"	"8.115,"""
"""0500200620,"	"102993,"	"074255,"	"27.1,"	"8.115,"""
"""0500200618,"	"102993,"	"074000,"	"48.4,"	"8.110,"""
"""0500200617,"	"102993,"	"073831,"	"58.5,"	"8.106,"""
"""0500200616,"	"102993,"	"073558,"	"80.3,"	"8.084,"""
"""0500200615,"	"102993,"	"073442,"	"78.9,"	"8.083,"""
"""0500200614,"	"102993,"	"073318,"	"93.4,"	"8.070,"""
"""0500200613,"	"102993,"	"073200,"	"105.2,"	"8.046,"""
"""0500200612,"	"102993,"	"073009,"	"117.8,"	"8.038,"""
"""0500200610,"	"102993,"	"072754,"	"125.0,"	"8.032,"""
"""0500200608,"	"102993,"	"072512,"	"138.4,"	"8.010,"""
"""0500200607,"	"102993,"	"072336,"	"148.9,"	"7.988,"""
"""0500200606,"	"102993,"	"072201,"	"163.4,"	"7.977,"""
"""0500200604,"	"102993,"	"071824,"	"182.6,"	"7.962,"""
"""0500201514,"	"103093,"	"113012,"	"125.8,"	"8.000,"""
"""0500201513,"	"103093,"	"112904,"	"134.9,"	"7.988,"""
"""0500201512,"	"103093,"	"112800,"	"144.8,"	"7.981,"""
"""0500201511,"	"103093,"	"112653,"	"155.2,"	"7.976,"""
"""0500201510,"	"103093,"	"112543,"	"165.5,"	"7.961,"""
"""0500201509,"	"103093,"	"112435,"	"175.3,"	"7.956,"""
"""0500201508,"	"103093,"	"112322,"	"185.6,"	"7.947,"""
"""0500201507,"	"103093,"	"112217,"	"194.6,"	"7.924,"""
"""0550200119,"	"072494,"	"211634,"	"1600.5,"	"7.443,"""
"""0550200117,"	"072494,"	"210753,"	"1999.2,"	"7.471,"""
"""0550200114,"	"072494,"	"205525,"	"2599.4,"	"7.516,"""
"""0550200112,"	"072494,"	"204646,"	"2999.5,"	"7.539,"""
"""0550200109,"	"072494,"	"203328,"	"3597.7,"	"7.567,"""
"""0550200107,"	"072494,"	"202413,"	"3997.5,"	"7.579,"""
"""0550200103,"	"072494,"	"201205,"	"4499.3,"	"7.583,"""
"""0550200316,"	"072594,"	"045739,"	"210.8,"	"7.982,"""
"""0550200315,"	"072594,"	"045620,"	"223.9,"	"7.969,"""
"""0550200314,"	"072594,"	"045418,"	"236.7,"	"7.958,"""
"""0550200313,"	"072594,"	"045136,"	"247.9,"	"7.955,"""
"""0550200311,"	"072594,"	"044441,"	"301.2,"	"7.917,"""
"""0550200309,"	"072594,"	"044123,"	"349.1,"	"7.849,"""
"""0550200308,"	"072594,"	"043916,"	"401.4,"	"7.798,"""
"""0550200307,"	"072594,"	"043559,"	"498.4,"	"7.596,"""
"""0550200305,"	"072594,"	"043230,"	"597.6,"	"7.473,"""
"""0550200304,"	"072594,"	"042936,"	"699.7,"	"7.349,"""
"""0550200303,"	"072594,"	"042623,"	"802.6,"	"7.341,"""
"""0550200302,"	"072594,"	"042315,"	"902.1,"	"7.364,"""
"""0550200301,"	"072594,"	"041830,"	"1022.0,"	"7.372,"""
"""0550200424,"	"072594,"	"080841,"	"4.7,"	"8.104,"""
"""0550200418,"	"072594,"	"080309,"	"43.8,"	"8.107,"""
"""0550200417,"	"072594,"	"080147,"	"59.8,"	"8.102,"""
"""0550200416,"	"072594,"	"080028,"	"74.3,"	"8.095,"""
"""0550200412,"	"072594,"	"075548,"	"104.2,"	"8.082,"""
"""0550200411,"	"072594,"	"075431,"	"115.3,"	"8.061,"""
"""0550200410,"	"072594,"	"075215,"	"124.2,"	"8.062,"""
"""0550200409,"	"072594,"	"075043,"	"134.4,"	"8.033,"""
"""0550200405,"	"072594,"	"074516,"	"175.0,"	"7.995,"""
"""0550200404,"	"072594,"	"074318,"	"184.8,"	"7.981,"""
"""0550200403,"	"072594,"	"074140,"	"201.3,"	"7.963,"""
"""0560200120,"	"082994,"	"181733,"	"1400.1,"	"7.426,"""
"""0560200117,"	"082994,"	"180535,"	"1999.5,"	"7.468,"""
"""0560200115,"	"082994,"	"175636,"	"2400.3,"	"7.507,"""
"""0560200112,"	"082994,"	"174418,"	"3000.2,"	"7.538,"""
"""0560200107,"	"082994,"	"172337,"	"4000.0,"	"7.576,"""
"""0560200103,"	"082994,"	"171219,"	"4499.6,"	"7.582,"""
"""0560200416,"	"083094,"	"033738,"	"210.3,"	"7.960,"""
"""0560200415,"	"083094,"	"033631,"	"223.7,"	"7.920,"""
"""0560200414,"	"083094,"	"033534,"	"234.9,"	"7.911,"""
"""0560200413,"	"083094,"	"033441,"	"249.2,"	"7.899,"""
"""0560200412,"	"083094,"	"033333,"	"275.0,"	"7.882,"""
"""0560200411,"	"083094,"	"033226,"	"299.7,"	"7.867,"""
"""0560200410,"	"083094,"	"033104,"	"325.4,"	"7.836,"""
"""0560200409,"	"083094,"	"032937,"	"350.0,"	"7.808,"""
"""0560200407,"	"083094,"	"032450,"	"500.2,"	"7.588,"""
"""0560200406,"	"083094,"	"032244,"	"560.5,"	"7.463,"""
"""0560200405,"	"083094,"	"032058,"	"600.8,"	"7.397,"""
"""0560200404,"	"083094,"	"031810,"	"701.1,"	"7.340,"""
"""0560200403,"	"083094,"	"031532,"	"800.6,"	"7.358,"""
"""0560200402,"	"083094,"	"031259,"	"900.0,"	"7.376,"""
"""0560200401,"	"083094,"	"030909,"	"1020.6,"	"7.398,"""
"""0560200519,"	"083094,"	"064327,"	"25.2,"	"8.110,"""
"""0560200517,"	"083094,"	"064204,"	"35.2,"	"8.110,"""
"""0560200516,"	"083094,"	"064059,"	"44.6,"	"8.111,"""
"""0560200515,"	"083094,"	"063939,"	"59.6,"	"8.096,"""
"""0560200514,"	"083094,"	"063820,"	"75.9,"	"8.085,"""
"""0560200513,"	"083094,"	"063710,"	"85.0,"	"8.080,"""
"""0560200512,"	"083094,"	"063552,"	"94.4,"	"8.067,"""
"""0560200511,"	"083094,"	"063441,"	"105.5,"	"8.049,"""
"""0560200510,"	"083094,"	"063309,"	"115.0,"	"8.027,"""
"""0560200509,"	"083094,"	"063142,"	"125.1,"	"8.015,"""
"""0560200508,"	"083094,"	"063030,"	"135.4,"	"8.003,"""
"""0560200507,"	"083094,"	"062910,"	"150.4,"	"8.002,"""
"""0560200505,"	"083094,"	"062619,"	"175.6,"	"7.978,"""
"""0560200504,"	"083094,"	"062448,"	"184.7,"	"7.968,"""
"""0560201306,"	"083194,"	"064931,"	"4.6,"	"8.112,"""
"""0560201305,"	"083194,"	"064747,"	"24.6,"	"8.113,"""
"""0570200120,"	"092294,"	"214933,"	"1405.0,"	"7.421,"""
"""0570200117,"	"092294,"	"213544,"	"2002.8,"	"7.470,"""
"""0570200115,"	"092294,"	"212636,"	"2406.2,"	"7.496,"""
"""0570200112,"	"092294,"	"211213,"	"3002.6,"	"7.533,"""
"""0570200110,"	"092294,"	"210234,"	"3401.0,"	"7.556,"""
"""0570200107,"	"092294,"	"204929,"	"4001.2,"	"7.575,"""
"""0570200103,"	"092294,"	"203407,"	"4509.9,"	"7.582,"""
"""0570200212,"	"092394,"	"015529,"	"342.0,"	"7.766,"""
"""0570200210,"	"092394,"	"015239,"	"425.9,"	"7.732,"""
"""0570200207,"	"092394,"	"014821,"	"577.2,"	"7.402,"""
"""0570200205,"	"092394,"	"014524,"	"671.8,"	"7.344,"""
"""0570200204,"	"092394,"	"014325,"	"743.8,"	"7.347,"""
"""0570200203,"	"092394,"	"014009,"	"842.3,"	"7.364,"""
"""0570200202,"	"092394,"	"013736,"	"949.6,"	"7.384,"""
"""0570200315,"	"092394,"	"045648,"	"209.3,"	"7.995,"""
"""0570200313,"	"092394,"	"045449,"	"234.4,"	"7.963,"""
"""0570200312,"	"092394,"	"045347,"	"249.2,"	"7.938,"""
"""0570200311,"	"092394,"	"045214,"	"275.3,"	"7.907,"""
"""0570200310,"	"092394,"	"045047,"	"302.4,"	"7.856,"""
"""0570200309,"	"092394,"	"044918,"	"326.9,"	"7.795,"""
"""0570200308,"	"092394,"	"044729,"	"351.9,"	"7.771,"""
"""0570200306,"	"092394,"	"044243,"	"500.3,"	"7.517,"""
"""0570200305,"	"092394,"	"043951,"	"602.2,"	"7.380,"""
"""0570200304,"	"092394,"	"043704,"	"699.3,"	"7.340,"""
"""0570200303,"	"092394,"	"043353,"	"801.5,"	"7.355,"""
"""0570200302,"	"092394,"	"043019,"	"903.2,"	"7.371,"""
"""0570200301,"	"092394,"	"042638,"	"1017.5,"	"7.390,"""
"""0570200422,"	"092394,"	"080740,"	"5.4,"	"8.109,"""
"""0570200419,"	"092394,"	"080533,"	"25.2,"	"8.110,"""
"""0570200417,"	"092394,"	"080414,"	"35.0,"	"8.109,"""
"""0570200416,"	"092394,"	"080328,"	"44.6,"	"8.110,"""
"""0570200415,"	"092394,"	"080222,"	"59.9,"	"8.102,"""
"""0570200414,"	"092394,"	"080124,"	"75.2,"	"8.095,"""
"""0570200413,"	"092394,"	"080023,"	"84.9,"	"8.091,"""
"""0570200412,"	"092394,"	"075920,"	"95.1,"	"8.079,"""
"""0570200411,"	"092394,"	"075819,"	"105.2,"	"8.070,"""
"""0570200410,"	"092394,"	"075725,"	"115.6,"	"8.070,"""
"""0570200409,"	"092394,"	"075629,"	"124.1,"	"8.059,"""
"""0570200408,"	"092394,"	"075530,"	"135.5,"	"8.047,"""
"""0570200407,"	"092394,"	"075420,"	"149.6,"	"8.040,"""
"""0570200406,"	"092394,"	"075322,"	"158.7,"	"8.031,"""
"""0570200405,"	"092394,"	"075144,"	"174.4,"	"8.018,"""
"""0570200404,"	"092394,"	"075036,"	"184.7,"	"8.010,"""
"""0570200403,"	"092394,"	"074918,"	"200.0,"	"8.000,"""
"""0570201217,"	"092494,"	"080907,"	"5.7,"	"8.107,"""
"""0570201215,"	"092494,"	"080727,"	"25.5,"	"8.117,"""
"""0570201924,"	"092594,"	"053549,"	"5.0,"	"8.113,"""
"""0570201923,"	"092594,"	"053425,"	"24.6,"	"8.112,"""
"""0570201919,"	"092594,"	"052840,"	"104.5,"	"8.084,"""
"""0570201918,"	"092594,"	"052731,"	"109.9,"	"8.078,"""
"""0570201917,"	"092594,"	"052643,"	"115.2,"	"8.075,"""
"""0570201916,"	"092594,"	"052604,"	"119.2,"	"8.071,"""
"""0570201915,"	"092594,"	"052509,"	"125.1,"	"8.058,"""
"""0570201914,"	"092594,"	"052418,"	"130.3,"	"8.051,"""
"""0570201913,"	"092594,"	"052325,"	"135.6,"	"8.048,"""
"""0570201912,"	"092594,"	"052226,"	"140.7,"	"8.043,"""
"""0570201910,"	"092594,"	"052057,"	"149.6,"	"8.028,"""
"""0570201909,"	"092594,"	"052016,"	"154.7,"	"8.023,"""
"""0570201908,"	"092594,"	"051924,"	"159.5,"	"8.019,"""
"""0570201907,"	"092594,"	"051818,"	"170.1,"	"8.014,"""
"""0580200120,"	"101494,"	"185446,"	"1401.1,"	"7.432,"""
"""0580200117,"	"101494,"	"184233,"	"1999.3,"	"7.468,"""
"""0580200115,"	"101494,"	"183428,"	"2399.6,"	"7.500,"""
"""0580200112,"	"101494,"	"182221,"	"3000.1,"	"7.525,"""
"""0580200110,"	"101494,"	"181431,"	"3399.3,"	"7.553,"""
"""0580200107,"	"101494,"	"180215,"	"3998.7,"	"7.583,"""
"""0580200101,"	"101494,"	"174314,"	"4808.3,"	"7.583,"""
"""0580200422,"	"101594,"	"035858,"	"45.0,"	"8.107,"""
"""0580200420,"	"101594,"	"035720,"	"59.2,"	"8.104,"""
"""0580200515,"	"101594,"	"062648,"	"209.8,"	"7.972,"""
"""0580200513,"	"101594,"	"062402,"	"235.3,"	"7.947,"""
"""0580200512,"	"101594,"	"062230,"	"250.3,"	"7.954,"""
"""0580200511,"	"101594,"	"062105,"	"274.8,"	"7.907,"""
"""0580200509,"	"101594,"	"061753,"	"325.0,"	"7.865,"""
"""0580200508,"	"101594,"	"061612,"	"349.7,"	"7.808,"""
"""0580200507,"	"101594,"	"061352,"	"400.9,"	"7.703,"""
"""0580200506,"	"101594,"	"061043,"	"500.6,"	"7.512,"""
"""0580200505,"	"101594,"	"060737,"	"601.3,"	"7.374,"""
"""0580200504,"	"101594,"	"060423,"	"700.5,"	"7.343,"""
"""0580200503,"	"101594,"	"060113,"	"800.2,"	"7.358,"""
"""0580200502,"	"101594,"	"055821,"	"898.9,"	"7.374,"""
"""0580200623,"	"101594,"	"090630,"	"5.0,"	"8.102,"""
"""0580200620,"	"101594,"	"090405,"	"25.1,"	"8.106,"""
"""0580200618,"	"101594,"	"090259,"	"34.3,"	"8.105,"""
"""0580200617,"	"101594,"	"090155,"	"44.6,"	"8.103,"""
"""0580200616,"	"101594,"	"090029,"	"59.5,"	"8.101,"""
"""0580200615,"	"101594,"	"085919,"	"74.5,"	"8.084,"""
"""0580200614,"	"101594,"	"085814,"	"84.2,"	"8.089,"""
"""0580200613,"	"101594,"	"085659,"	"94.7,"	"8.081,"""
"""0580200612,"	"101594,"	"085552,"	"104.7,"	"8.071,"""
"""0580200611,"	"101594,"	"085446,"	"115.3,"	"8.059,"""
"""0580200610,"	"101594,"	"085344,"	"124.7,"	"8.045,"""
"""0580200609,"	"101594,"	"085237,"	"134.8,"	"8.039,"""
"""0580200605,"	"101594,"	"084753,"	"185.4,"	"8.008,"""
"""0580200604,"	"101594,"	"084631,"	"200.8,"	"7.986,"""
"""0580200601,"	"101594,"	"082621,"	"1021.6,"	"7.386,"""
"""0580201306,"	"101694,"	"055345,"	"4.9,"	"8.106,"""
"""0580201305,"	"101694,"	"055225,"	"25.0,"	"8.106,"""
"""0590200416,"	"112094,"	"044926,"	"209.8,"	"7.971,"""
"""0590200415,"	"112094,"	"044822,"	"224.2,"	"7.955,"""
"""0590200414,"	"112094,"	"044731,"	"234.4,"	"7.940,"""
"""0590200413,"	"112094,"	"044639,"	"250.7,"	"7.925,"""
"""0590200412,"	"112094,"	"044532,"	"275.7,"	"7.900,"""
