BottleID	Date	Time	Pressure	pH
"""1990200414,"	"012908,"	"225553,"	"510.7,"	"7.518,"""
"""1990200412,"	"012908,"	"225104,"	"594.1,"	"7.396,"""
"""1990200401,"	"012908,"	"222723,"	"1020.8,"	"7.382,"""
"""1990200822,"	"013008,"	"103450,"	"6.9,"	"8.068,"""
"""1990200819,"	"013008,"	"103020,"	"25.8,"	"8.069,"""
"""1990200817,"	"013008,"	"102735,"	"44.8,"	"8.069,"""
"""1990200815,"	"013008,"	"102416,"	"75.8,"	"8.068,"""
"""1990200812,"	"013008,"	"101940,"	"100.2,"	"8.066,"""
"""1990200807,"	"013008,"	"101321,"	"148.6,"	"7.992,"""
"""1990200804,"	"013008,"	"100831,"	"199.9,"	"7.945,"""
"""2000200316,"	"022308,"	"185804,"	"2000.3,"	"7.471,"""
"""2000200311,"	"022308,"	"183351,"	"2999.4,"	"7.541,"""
"""2000200303,"	"022308,"	"175713,"	"4498.6,"	"7.582,"""
"""2000200419,"	"022308,"	"222950,"	"285.6,"	"7.833,"""
"""2000200417,"	"022308,"	"222543,"	"358.3,"	"7.780,"""
"""2000200414,"	"022308,"	"221735,"	"528.7,"	"7.491,"""
"""2000200411,"	"022308,"	"221041,"	"649.5,"	"7.351,"""
"""2000200408,"	"022308,"	"220446,"	"750.2,"	"7.337,"""
"""2000200401,"	"022308,"	"214656,"	"1022.3,"	"7.384,"""
"""2000200722,"	"022408,"	"072123,"	"7.7,"	"8.065,"""
"""2000200719,"	"022408,"	"071646,"	"26.5,"	"8.056,"""
"""2000200717,"	"022408,"	"071400,"	"44.4,"	"8.062,"""
"""2000200715,"	"022408,"	"071110,"	"74.9,"	"8.057,"""
"""2000200712,"	"022408,"	"070700,"	"100.1,"	"8.063,"""
"""2000200707,"	"022408,"	"065751,"	"150.3,"	"7.973,"""
"""2000200704,"	"022408,"	"065231,"	"200.4,"	"7.918,"""
"""2010200316,"	"052708,"	"173358,"	"1999.4,"	"7.468,"""
"""2010200311,"	"052708,"	"171137,"	"3000.6,"	"7.541,"""
"""2010200303,"	"052708,"	"163547,"	"4499.7,"	"7.585,"""
"""2010200416,"	"052708,"	"220153,"	"367.5,"	"7.736,"""
"""2010200414,"	"052708,"	"215653,"	"494.6,"	"7.519,"""
"""2010200411,"	"052708,"	"214927,"	"628.4,"	"7.364,"""
"""2010200408,"	"052708,"	"214205,"	"743.2,"	"7.337,"""
"""2010200401,"	"052708,"	"212806,"	"1021.5,"	"7.385,"""
"""2010200722,"	"052808,"	"071044,"	"8.1,"	"8.072,"""
"""2010200719,"	"052808,"	"070644,"	"25.9,"	"8.076,"""
"""2010200717,"	"052808,"	"070409,"	"45.6,"	"8.049,"""
"""2010200715,"	"052808,"	"070114,"	"75.9,"	"8.054,"""
"""2010200712,"	"052808,"	"065624,"	"100.3,"	"8.071,"""
"""2010200707,"	"052808,"	"064853,"	"150.4,"	"8.052,"""
"""2010200704,"	"052808,"	"064419,"	"201.2,"	"7.949,"""
"""2020200316,"	"062508,"	"180850,"	"2000.6,"	"7.485,"""
"""2020200311,"	"062508,"	"174254,"	"2999.8,"	"7.541,"""
"""2020200303,"	"062508,"	"170600,"	"4498.6,"	"7.579,"""
"""2020200417,"	"062508,"	"223106,"	"263.3,"	"7.808,"""
"""2020200415,"	"062508,"	"222451,"	"354.9,"	"7.709,"""
"""2020200412,"	"062508,"	"221821,"	"480.2,"	"7.537,"""
"""2020200409,"	"062508,"	"221156,"	"606.8,"	"7.385,"""
"""2020200406,"	"062508,"	"220604,"	"749.5,"	"7.342,"""
"""2020200401,"	"062508,"	"215417,"	"1020.5,"	"7.384,"""
"""2020200722,"	"062608,"	"071610,"	"7.8,"	"8.084,"""
"""2020200719,"	"062608,"	"071206,"	"25.1,"	"8.082,"""
"""2020200717,"	"062608,"	"070940,"	"45.3,"	"8.084,"""
"""2020200715,"	"062608,"	"070710,"	"73.6,"	"8.081,"""
"""2020200712,"	"062608,"	"070316,"	"99.5,"	"8.061,"""
"""2020200707,"	"062608,"	"065612,"	"150.6,"	"7.987,"""
"""2020200704,"	"062608,"	"065041,"	"200.2,"	"7.919,"""
"""2030200416,"	"072608,"	"185524,"	"1999.4,"	"7.460,"""
"""2030200411,"	"072608,"	"183123,"	"2999.0,"	"7.535,"""
"""2030200403,"	"072608,"	"175652,"	"4501.0,"	"7.580,"""
"""2030200519,"	"072608,"	"230717,"	"198.3,"	"7.972,"""
"""2030200516,"	"072608,"	"230101,"	"332.4,"	"7.790,"""
"""2030200514,"	"072608,"	"225651,"	"425.1,"	"7.659,"""
"""2030200511,"	"072608,"	"225011,"	"545.1,"	"7.490,"""
"""2030200508,"	"072608,"	"224251,"	"717.8,"	"7.360,"""
"""2030200501,"	"072608,"	"222753,"	"1002.6,"	"7.384,"""
"""2030200823,"	"072708,"	"071939,"	"6.1,"	"8.077,"""
"""2030200819,"	"072708,"	"071434,"	"24.4,"	"8.076,"""
"""2030200817,"	"072708,"	"071039,"	"45.0,"	"8.079,"""
"""2030200815,"	"072708,"	"070654,"	"74.4,"	"8.075,"""
"""2030200812,"	"072708,"	"070219,"	"99.7,"	"8.068,"""
"""2030200807,"	"072708,"	"065429,"	"149.6,"	"8.035,"""
"""2030200804,"	"072708,"	"064939,"	"200.4,"	"7.959,"""
"""2040200316,"	"081608,"	"175344,"	"2000.4,"	"7.467,"""
"""2040200311,"	"081608,"	"172704,"	"2999.4,"	"7.533,"""
"""2040200303,"	"081608,"	"164814,"	"4500.4,"	"7.581,"""
"""2040200418,"	"081608,"	"221434,"	"258.0,"	"7.899,"""
"""2040200416,"	"081608,"	"221024,"	"344.8,"	"7.800,"""
"""2040200413,"	"081608,"	"220244,"	"504.5,"	"7.514,"""
"""2040200411,"	"081608,"	"215804,"	"593.2,"	"7.414,"""
"""2040200407,"	"081608,"	"214922,"	"754.3,"	"7.360,"""
"""2040200401,"	"081608,"	"213324,"	"1020.7,"	"7.393,"""
"""2040200722,"	"081708,"	"070712,"	"7.7,"	"8.084,"""
"""2040200719,"	"081708,"	"070326,"	"24.6,"	"8.086,"""
"""2040200717,"	"081708,"	"070051,"	"45.9,"	"8.084,"""
"""2040200715,"	"081708,"	"065812,"	"76.2,"	"8.072,"""
"""2040200712,"	"081708,"	"065453,"	"100.8,"	"8.057,"""
"""2040200707,"	"081708,"	"064853,"	"149.7,"	"8.028,"""
"""2040200704,"	"081708,"	"064501,"	"200.5,"	"7.988,"""
"""2050200316,"	"101008,"	"173906,"	"1999.9,"	"7.465,"""
"""2050200311,"	"101008,"	"171725,"	"2999.7,"	"7.540,"""
"""2050200303,"	"101008,"	"164335,"	"4498.7,"	"7.582,"""
"""2050200418,"	"101008,"	"215849,"	"258.0,"	"7.862,"""
"""2050200416,"	"101008,"	"215504,"	"358.5,"	"7.682,"""
"""2050200413,"	"101008,"	"214914,"	"506.1,"	"7.474,"""
"""2050200411,"	"101008,"	"214456,"	"605.0,"	"7.374,"""
"""2050200407,"	"101008,"	"213754,"	"757.9,"	"7.357,"""
"""2050200401,"	"101008,"	"212739,"	"991.0,"	"7.381,"""
"""2050200722,"	"101108,"	"071646,"	"6.0,"	"8.103,"""
"""2050200719,"	"101108,"	"071151,"	"25.1,"	"8.099,"""
"""2050200717,"	"101108,"	"070921,"	"45.8,"	"8.098,"""
"""2050200715,"	"101108,"	"070621,"	"75.4,"	"8.074,"""
"""2050200707,"	"101108,"	"065531,"	"149.5,"	"8.007,"""
"""2060200316,"	"113008,"	"191315,"	"1999.5,"	"7.478,"""
"""2060200311,"	"113008,"	"184537,"	"3002.6,"	"7.542,"""
"""2060200303,"	"113008,"	"180737,"	"4498.6,"	"7.583,"""
"""2060200419,"	"113008,"	"235535,"	"265.2,"	"7.843,"""
"""2060200417,"	"113008,"	"235215,"	"351.8,"	"7.758,"""
"""2060200412,"	"113008,"	"234421,"	"520.8,"	"7.489,"""
"""2060200410,"	"113008,"	"234025,"	"623.0,"	"7.397,"""
"""2060200407,"	"113008,"	"233510,"	"754.4,"	"7.341,"""
"""2060200401,"	"113008,"	"232409,"	"1019.3,"	"7.377,"""
"""2060200722,"	"120108,"	"104106,"	"7.1,"	"8.083,"""
"""2060200719,"	"120108,"	"103527,"	"23.3,"	"8.085,"""
"""2060200717,"	"120108,"	"103152,"	"43.7,"	"8.086,"""
"""2060200715,"	"120108,"	"102742,"	"74.5,"	"8.063,"""
"""2060200712,"	"120108,"	"102318,"	"98.8,"	"8.027,"""
"""2060200707,"	"120108,"	"101343,"	"150.6,"	"7.987,"""
"""2060200704,"	"120108,"	"100848,"	"200.0,"	"7.915,"""
"""2080200316,"	"012009,"	"183436,"	"1999.3,"	"7.472,"""
"""2080200311,"	"012009,"	"180920,"	"3000.1,"	"7.535,"""
"""2080200303,"	"012009,"	"172025,"	"4499.2,"	"7.582,"""
"""2080200419,"	"012009,"	"231559,"	"242.7,"	"7.885,"""
"""2080200413,"	"012009,"	"230314,"	"500.4,"	"7.517,"""
"""2080200412,"	"012009,"	"230124,"	"523.9,"	"7.466,"""
"""2080200410,"	"012009,"	"225653,"	"603.3,"	"7.377,"""
"""2080200407,"	"012009,"	"225014,"	"742.7,"	"7.372,"""
"""2080200401,"	"012009,"	"223624,"	"1011.2,"	"7.388,"""
"""2080200722,"	"012109,"	"105811,"	"7.4,"	"8.075,"""
"""2080200719,"	"012109,"	"105342,"	"24.1,"	"8.073,"""
"""2080200717,"	"012109,"	"105001,"	"44.8,"	"8.075,"""
"""2080200715,"	"012109,"	"104641,"	"74.0,"	"8.074,"""
"""2080200712,"	"012109,"	"104211,"	"100.4,"	"8.061,"""
"""2080200707,"	"012109,"	"103422,"	"149.6,"	"8.036,"""
"""2080200704,"	"012109,"	"102921,"	"200.5,"	"7.965,"""
"""2090200316,"	"021709,"	"182340,"	"1998.9,"	"7.475,"""
"""2090200311,"	"021709,"	"175920,"	"2997.7,"	"7.539,"""
"""2090200303,"	"021709,"	"172046,"	"4499.4,"	"7.581,"""
"""2090200419,"	"021709,"	"234728,"	"264.2,"	"7.858,"""
"""2090200416,"	"021709,"	"234203,"	"370.1,"	"7.763,"""
"""2090200412,"	"021709,"	"233518,"	"505.6,"	"7.555,"""
"""2090200410,"	"021709,"	"233044,"	"614.3,"	"7.407,"""
"""2090200407,"	"021709,"	"232349,"	"776.4,"	"7.358,"""
"""2090200722,"	"021809,"	"073952,"	"8.9,"	"8.070,"""
"""2090200719,"	"021809,"	"073522,"	"24.4,"	"8.069,"""
"""2090200717,"	"021809,"	"073222,"	"44.4,"	"8.065,"""
"""2090200715,"	"021809,"	"072917,"	"75.6,"	"8.062,"""
"""2090200712,"	"021809,"	"072422,"	"98.9,"	"8.064,"""
"""2090200707,"	"021809,"	"071617,"	"149.3,"	"7.962,"""
"""2090200704,"	"021809,"	"071122,"	"199.5,"	"7.918,"""
"""2100200316,"	"042809,"	"174708,"	"2001.2,"	"7.487,"""
"""2100200311,"	"042809,"	"172101,"	"3000.9,"	"7.541,"""
"""2100200303,"	"042809,"	"164531,"	"4499.5,"	"7.584,"""
"""2100200722,"	"042909,"	"073807,"	"5.3,"	"8.058,"""
"""2110200316,"	"052709,"	"190952,"	"1999.5,"	"7.517,"""
"""2110200311,"	"052709,"	"184730,"	"2999.4,"	"7.536,"""
"""2110200303,"	"052709,"	"181120,"	"4498.8,"	"7.590,"""
"""2110200419,"	"052709,"	"224030,"	"246.5,"	"7.878,"""
"""2110200416,"	"052709,"	"223530,"	"365.2,"	"7.757,"""
"""2110200413,"	"052709,"	"223100,"	"493.1,"	"7.556,"""
"""2110200410,"	"052709,"	"222610,"	"622.5,"	"7.381,"""
"""2110200407,"	"052709,"	"222046,"	"769.4,"	"7.355,"""
"""2110200401,"	"052709,"	"220941,"	"1024.6,"	"7.395,"""
"""2110200722,"	"052809,"	"072631,"	"4.7,"	"8.065,"""
"""2110200719,"	"052809,"	"072317,"	"25.2,"	"8.059,"""
"""2110200717,"	"052809,"	"072005,"	"45.5,"	"8.051,"""
"""2110200715,"	"052809,"	"071716,"	"75.7,"	"8.057,"""
"""2110200712,"	"052809,"	"071315,"	"100.3,"	"8.050,"""
"""2110200707,"	"052809,"	"070451,"	"149.8,"	"8.018,"""
"""2110200704,"	"052809,"	"065940,"	"200.7,"	"7.995,"""
"""2120200416,"	"070309,"	"193211,"	"1999.3,"	"7.497,"""
"""2120200411,"	"070309,"	"190901,"	"3000.1,"	"7.538,"""
"""2120200403,"	"070309,"	"183450,"	"4499.6,"	"7.584,"""
"""2120200517,"	"070409,"	"000441,"	"340.1,"	"7.802,"""
"""2120200514,"	"070309,"	"235611,"	"479.5,"	"7.552,"""
"""2120200511,"	"070309,"	"235015,"	"590.8,"	"7.411,"""
"""2120200508,"	"070309,"	"234331,"	"729.7,"	"7.356,"""
"""2120200501,"	"070309,"	"232921,"	"997.4,"	"7.385,"""
"""2120200722,"	"070409,"	"071834,"	"5.4,"	"8.067,"""
"""2120200719,"	"070409,"	"071344,"	"24.3,"	"8.068,"""
"""2120200717,"	"070409,"	"071038,"	"44.3,"	"8.064,"""
"""2120200715,"	"070409,"	"070715,"	"74.5,"	"8.058,"""
"""2120200712,"	"070409,"	"070150,"	"100.3,"	"8.042,"""
"""2120200704,"	"070409,"	"064750,"	"200.7,"	"7.941,"""
"""2130200316,"	"072509,"	"051248,"	"2000.1,"	"7.463,"""
"""2130200311,"	"072509,"	"044859,"	"2999.4,"	"7.528,"""
"""2130200303,"	"072509,"	"041414,"	"4500.3,"	"7.586,"""
"""2130200419,"	"072509,"	"102824,"	"202.1,"	"7.959,"""
"""2130200416,"	"072509,"	"101852,"	"385.5,"	"7.721,"""
"""2130200414,"	"072509,"	"101247,"	"489.3,"	"7.518,"""
"""2130200411,"	"072509,"	"100531,"	"603.5,"	"7.433,"""
"""2130200408,"	"072509,"	"095717,"	"716.6,"	"7.354,"""
"""2130200401,"	"072509,"	"093659,"	"1020.0,"	"7.403,"""
"""2130201222,"	"072609,"	"102400,"	"5.7,"	"8.068,"""
"""2130201217,"	"072609,"	"101405,"	"45.2,"	"8.073,"""
"""2130201215,"	"072609,"	"101035,"	"74.8,"	"8.050,"""
"""2130201212,"	"072609,"	"100540,"	"100.2,"	"8.049,"""
"""2130201207,"	"072609,"	"095755,"	"149.6,"	"8.025,"""
"""2130201204,"	"072609,"	"095036,"	"200.7,"	"7.973,"""
"""2140200316,"	"081809,"	"184228,"	"2000.0,"	"7.474,"""
"""2140200311,"	"081809,"	"181935,"	"2998.2,"	"7.545,"""
"""2140200303,"	"081809,"	"174342,"	"4499.7,"	"7.582,"""
"""2140200418,"	"081809,"	"225613,"	"244.8,"	"7.944,"""
"""2140200414,"	"081809,"	"224758,"	"390.7,"	"7.746,"""
"""2140200412,"	"081809,"	"224258,"	"503.1,"	"7.532,"""
"""2140200410,"	"081809,"	"223758,"	"589.3,"	"7.432,"""
"""2140200406,"	"081809,"	"222858,"	"740.0,"	"7.355,"""
"""2140200401,"	"081809,"	"221428,"	"1011.2,"	"7.385,"""
"""2140200722,"	"081909,"	"074618,"	"6.0,"	"8.069,"""
"""2140200719,"	"081909,"	"074027,"	"24.3,"	"8.079,"""
"""2140200717,"	"081909,"	"073737,"	"45.6,"	"8.084,"""
"""2140200715,"	"081909,"	"073405,"	"73.7,"	"8.075,"""
"""2140200712,"	"081909,"	"072937,"	"98.9,"	"8.068,"""
"""2140200707,"	"081909,"	"072101,"	"153.1,"	"8.024,"""
"""2140200704,"	"081909,"	"071522,"	"201.0,"	"8.004,"""
"""2150200416,"	"092409,"	"193813,"	"1999.4,"	"7.485,"""
"""2150200411,"	"092409,"	"190814,"	"3000.1,"	"7.571,"""
"""2150200403,"	"092409,"	"182057,"	"4500.6,"	"7.584,"""
"""2150200518,"	"092409,"	"232953,"	"231.9,"	"7.864,"""
"""2150200516,"	"092409,"	"232458,"	"342.0,"	"7.745,"""
"""2150200513,"	"092409,"	"231737,"	"487.9,"	"7.533,"""
"""2150200510,"	"092409,"	"231058,"	"610.4,"	"7.391,"""
"""2150200507,"	"092409,"	"230422,"	"730.5,"	"7.362,"""
"""2150200501,"	"092409,"	"224946,"	"1021.2,"	"7.393,"""
"""2150200822,"	"092509,"	"071802,"	"5.3,"	"8.081,"""
"""2150200819,"	"092509,"	"071442,"	"24.9,"	"8.077,"""
"""2150200817,"	"092509,"	"071142,"	"44.5,"	"8.071,"""
"""2150200815,"	"092509,"	"070659,"	"69.1,"	"8.057,"""
"""2150200812,"	"092509,"	"070203,"	"99.7,"	"8.045,"""
"""2150200807,"	"092509,"	"065402,"	"149.4,"	"7.972,"""
"""2150200804,"	"092509,"	"064843,"	"201.2,"	"7.940,"""
"""2160200316,"	"110309,"	"191528,"	"1999.7,"	"7.466,"""
"""2160200311,"	"110309,"	"184928,"	"2999.9,"	"7.534,"""
"""2160200303,"	"110309,"	"180748,"	"4500.8,"	"7.580,"""
"""2160200417,"	"110309,"	"232209,"	"223.2,"	"7.895,"""
"""2160200415,"	"110309,"	"231815,"	"335.0,"	"7.759,"""
"""2160200412,"	"110309,"	"231239,"	"491.9,"	"7.465,"""
"""2160200409,"	"110309,"	"230714,"	"619.9,"	"7.370,"""
"""2160200406,"	"110309,"	"230144,"	"769.7,"	"7.365,"""
"""2160200401,"	"110309,"	"225255,"	"1028.0,"	"7.383,"""
"""2160200722,"	"110409,"	"072049,"	"4.8,"	"8.078,"""
"""2160200719,"	"110409,"	"071738,"	"23.5,"	"8.077,"""
"""2160200717,"	"110409,"	"071423,"	"45.4,"	"8.075,"""
"""2160200715,"	"110409,"	"071108,"	"75.3,"	"8.064,"""
"""2160200712,"	"110409,"	"070654,"	"100.0,"	"8.026,"""
"""2160200707,"	"110409,"	"065854,"	"150.1,"	"7.989,"""
"""2160200704,"	"110409,"	"065334,"	"202.6,"	"7.916,"""
"""2170200416,"	"120909,"	"182414,"	"1999.2,"	"7.469,"""
"""2170200403,"	"120909,"	"172438,"	"4499.9,"	"7.581,"""
"""2170200519,"	"120909,"	"215949,"	"203.9,"	"7.994,"""
"""2170200516,"	"120909,"	"215409,"	"359.3,"	"7.716,"""
"""2170200514,"	"120909,"	"215024,"	"475.3,"	"7.535,"""
"""2170200511,"	"120909,"	"214353,"	"620.9,"	"7.374,"""
"""2170200508,"	"120909,"	"213824,"	"743.5,"	"7.328,"""
"""2170200501,"	"120909,"	"212649,"	"1019.8,"	"7.390,"""
"""2170200822,"	"121009,"	"071556,"	"4.8,"	"8.066,"""
"""2170200819,"	"121009,"	"071304,"	"24.7,"	"8.066,"""
"""2170200817,"	"121009,"	"071034,"	"44.4,"	"8.063,"""
"""2170200815,"	"121009,"	"070724,"	"75.0,"	"8.040,"""
"""2170200812,"	"121009,"	"070310,"	"100.5,"	"8.018,"""
"""2170200807,"	"121009,"	"065554,"	"149.9,"	"7.993,"""
"""2190200119,"	"030910,"	"164541,"	"231.4,"	"7.899,"""
"""2190200116,"	"030910,"	"163957,"	"357.7,"	"7.748,"""
"""2190200114,"	"030910,"	"163453,"	"494.1,"	"7.515,"""
"""2190200111,"	"030910,"	"163016,"	"577.8,"	"7.411,"""
"""2190200107,"	"030910,"	"162310,"	"756.0,"	"7.353,"""
"""2190200101,"	"030910,"	"161126,"	"1023.3,"	"7.394,"""
"""2190200211,"	"030910,"	"210227,"	"3000.5,"	"7.536,"""
"""2190200203,"	"030910,"	"202940,"	"4499.5,"	"7.578,"""
"""2190200522,"	"031010,"	"183350,"	"4.7,"	"8.069,"""
"""2190200519,"	"031010,"	"183121,"	"25.5,"	"8.068,"""
"""2190200517,"	"031010,"	"182852,"	"45.6,"	"8.064,"""
"""2190200515,"	"031010,"	"182621,"	"75.3,"	"8.060,"""
"""2190200512,"	"031010,"	"182306,"	"101.3,"	"8.037,"""
"""2190200507,"	"031010,"	"181706,"	"150.8,"	"7.978,"""
"""2200200316,"	"040610,"	"181312,"	"2000.2,"	"7.474,"""
"""2200200311,"	"040610,"	"175209,"	"3000.0,"	"7.536,"""
"""2200200303,"	"040610,"	"171856,"	"4498.4,"	"7.579,"""
"""2200200417,"	"040610,"	"220852,"	"239.8,"	"7.951,"""
"""2200200414,"	"040610,"	"220448,"	"341.3,"	"7.780,"""
"""2200200410,"	"040610,"	"215805,"	"497.8,"	"7.496,"""
"""2200200407,"	"040610,"	"215108,"	"604.6,"	"7.361,"""
"""2200200404,"	"040610,"	"214243,"	"730.5,"	"7.350,"""
"""2200200401,"	"040610,"	"213506,"	"1016.1,"	"7.394,"""
"""2200200722,"	"040710,"	"070439,"	"4.8,"	"8.062,"""
"""2200200719,"	"040710,"	"070126,"	"25.6,"	"8.066,"""
"""2200200717,"	"040710,"	"070027,"	"45.4,"	"8.056,"""
"""2200200715,"	"040710,"	"065754,"	"76.6,"	"8.062,"""
"""2200200712,"	"040710,"	"065459,"	"99.8,"	"8.045,"""
"""2200200707,"	"040710,"	"064950,"	"151.1,"	"7.984,"""
"""2200200704,"	"040710,"	"064625,"	"200.1,"	"7.957,"""
"""2210200416,"	"051810,"	"174727,"	"1998.4,"	"7.472,"""
"""2210200411,"	"051810,"	"172556,"	"2999.7,"	"7.530,"""
"""2210200403,"	"051810,"	"165541,"	"4498.8,"	"7.578,"""
"""2210200516,"	"051810,"	"220658,"	"225.5,"	"7.983,"""
"""2210200514,"	"051810,"	"220337,"	"332.1,"	"7.800,"""
"""2210200511,"	"051810,"	"215832,"	"500.1,"	"7.525,"""
"""2210200508,"	"051810,"	"215458,"	"585.1,"	"7.404,"""
"""2210200504,"	"051810,"	"214920,"	"745.3,"	"7.356,"""
"""2210200501,"	"051810,"	"213630,"	"1015.5,"	"7.388,"""
"""2210200822,"	"051910,"	"070624,"	"4.2,"	"8.065,"""
"""2210200819,"	"051910,"	"070204,"	"24.7,"	"8.065,"""
"""2210200817,"	"051910,"	"065955,"	"45.4,"	"8.063,"""
"""2210200815,"	"051910,"	"065735,"	"74.5,"	"8.059,"""
"""2210200812,"	"051910,"	"065419,"	"100.0,"	"8.019,"""
"""2210200807,"	"051910,"	"064855,"	"150.4,"	"8.020,"""
"""2210200804,"	"051910,"	"064514,"	"200.3,"	"7.968,"""
"""2220200416,"	"060810,"	"174857,"	"2000.1,"	"7.468,"""
"""2220200411,"	"060810,"	"172725,"	"2998.4,"	"7.531,"""
"""2220200403,"	"060810,"	"165543,"	"4499.5,"	"7.577,"""
"""2220200517,"	"060810,"	"215821,"	"277.1,"	"7.832,"""
"""2220200515,"	"060810,"	"215533,"	"350.9,"	"7.729,"""
"""2220200511,"	"060810,"	"214930,"	"487.1,"	"7.511,"""
"""2220200501,"	"060810,"	"212826,"	"1019.4,"	"7.391,"""
"""2220200822,"	"060910,"	"070850,"	"5.6,"	"8.060,"""
"""2220200819,"	"060910,"	"070619,"	"25.0,"	"8.056,"""
"""2220200817,"	"060910,"	"070404,"	"45.7,"	"8.051,"""
"""2220200815,"	"060910,"	"070134,"	"74.1,"	"8.032,"""
"""2220200812,"	"060910,"	"065805,"	"98.2,"	"8.013,"""
"""2220200807,"	"060910,"	"065150,"	"146.6,"	"7.984,"""
"""2220200804,"	"060910,"	"064617,"	"206.8,"	"7.922,"""
"""2230200416,"	"070810,"	"191149,"	"2000.1,"	"7.482,"""
"""2230200411,"	"070810,"	"184806,"	"2999.8,"	"7.539,"""
"""2230200403,"	"070810,"	"181401,"	"4498.6,"	"7.580,"""
"""2230200517,"	"070810,"	"233014,"	"266.7,"	"7.870,"""
"""2230200515,"	"070810,"	"232624,"	"367.9,"	"7.768,"""
"""2230200512,"	"070810,"	"231832,"	"508.6,"	"7.515,"""
"""2230200509,"	"070810,"	"231108,"	"624.4,"	"7.383,"""
"""2230200506,"	"070810,"	"230339,"	"750.9,"	"7.354,"""
"""2230200501,"	"070810,"	"224909,"	"997.5,"	"7.390,"""
"""2230200822,"	"070910,"	"090108,"	"5.7,"	"8.083,"""
"""2230200819,"	"070910,"	"085554,"	"25.0,"	"8.068,"""
"""2230200817,"	"070910,"	"085208,"	"44.3,"	"8.060,"""
"""2230200815,"	"070910,"	"084749,"	"74.4,"	"8.047,"""
"""2230200812,"	"070910,"	"084244,"	"99.3,"	"8.017,"""
"""2230200807,"	"070910,"	"083344,"	"149.1,"	"7.981,"""
"""2230200804,"	"070910,"	"082843,"	"200.5,"	"7.940,"""
"""2240200416,"	"080710,"	"182626,"	"2000.2,"	"7.476,"""
"""2240200411,"	"080710,"	"180227,"	"3000.2,"	"7.533,"""
"""2240200403,"	"080710,"	"172452,"	"4500.1,"	"7.578,"""
"""2240200518,"	"080710,"	"223315,"	"239.0,"	"7.959,"""
"""2240200516,"	"080710,"	"222833,"	"349.6,"	"7.780,"""
"""2240200512,"	"080710,"	"222031,"	"508.3,"	"7.490,"""
"""2240200510,"	"080710,"	"221656,"	"580.7,"	"7.414,"""
"""2240200507,"	"080710,"	"221026,"	"737.1,"	"7.360,"""
"""2240200501,"	"080710,"	"215736,"	"1009.9,"	"7.388,"""
"""2240200822,"	"080810,"	"072006,"	"5.7,"	"8.072,"""
"""2240200819,"	"080810,"	"071448,"	"25.3,"	"8.075,"""
"""2240200817,"	"080810,"	"071241,"	"45.2,"	"8.074,"""
"""2240200815,"	"080810,"	"070934,"	"75.5,"	"8.065,"""
"""2240200812,"	"080810,"	"070533,"	"100.2,"	"8.050,"""
"""2240200807,"	"080810,"	"065858,"	"150.3,"	"8.022,"""
"""2240200804,"	"080810,"	"065500,"	"200.5,"	"7.982,"""
"""2250200413,"	"090310,"	"182418,"	"2000.4,"	"7.470,"""
"""2250200408,"	"090310,"	"180120,"	"3000.3,"	"7.531,"""
"""2250200401,"	"090310,"	"172735,"	"4399.7,"	"7.578,"""
"""2250200518,"	"090410,"	"013216,"	"239.7,"	"7.966,"""
"""2250200512,"	"090410,"	"012046,"	"520.4,"	"7.488,"""
"""2250200508,"	"090410,"	"011440,"	"625.2,"	"7.366,"""
"""2250200505,"	"090410,"	"010907,"	"765.2,"	"7.357,"""
"""2250200501,"	"090410,"	"010004,"	"1023.2,"	"7.393,"""
"""2250200822,"	"090410,"	"103953,"	"5.4,"	"8.077,"""
"""2250200819,"	"090410,"	"103418,"	"25.6,"	"8.075,"""
"""2250200817,"	"090410,"	"103034,"	"45.5,"	"8.075,"""
"""2250200815,"	"090410,"	"102658,"	"76.0,"	"8.072,"""
"""2250200812,"	"090410,"	"102148,"	"100.5,"	"8.051,"""
"""2250200807,"	"090410,"	"101333,"	"150.2,"	"8.005,"""
"""2250200804,"	"090410,"	"100813,"	"200.7,"	"7.975,"""
"""2260200416,"	"100310,"	"175459,"	"2000.4,"	"7.473,"""
"""2260200403,"	"100310,"	"165709,"	"4498.3,"	"7.585,"""
"""2260200519,"	"100310,"	"220512,"	"205.6,"	"7.974,"""
"""2260200516,"	"100310,"	"215713,"	"342.3,"	"7.747,"""
"""2260200514,"	"100310,"	"215113,"	"434.3,"	"7.612,"""
"""2260200508,"	"100310,"	"213553,"	"702.0,"	"7.349,"""
"""2260200501,"	"100310,"	"212148,"	"1020.4,"	"7.390,"""
"""2260200823,"	"100410,"	"071552,"	"7.5,"	"8.081,"""
"""2260200819,"	"100410,"	"071201,"	"26.0,"	"8.082,"""
"""2260200817,"	"100410,"	"070911,"	"45.9,"	"8.082,"""
"""2260200815,"	"100410,"	"070552,"	"75.3,"	"8.067,"""
"""2260200812,"	"100410,"	"070147,"	"100.6,"	"8.040,"""
"""2260200807,"	"100410,"	"065407,"	"150.4,"	"8.003,"""
"""2260200804,"	"100410,"	"064906,"	"199.8,"	"7.982,"""
"""2270200122,"	"112110,"	"063606,"	"5.2,"	"8.078,"""
"""2270200119,"	"112110,"	"063357,"	"24.8,"	"8.075,"""
"""2270200117,"	"112110,"	"063159,"	"44.9,"	"8.077,"""
